DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:u3lyvqxfdg3x77lkqvmstg2o,diflas-iawn.bsky.social,Just a stick 🏳️‍🌈🏴󠁧󠁢󠁷󠁬󠁳󠁿🩸,2024-11-10T23:01:44.825Z,"NEW USERS!!!
Did you know there's more moderation settings beyond what's shown on your settings page?
Click 👉 (bsky.app/profile/mode...)
There you can tell it to warn, hide or show anything from mature content to self harm, drugs, misinformation, impersonation, spam and EVEN ENGAGEMENT FARMING!
Nice",4,6,7,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:5ih5t6rz2qpq6ef6menpbogb,pawlbologna.bsky.social,Paul,2024-11-10T20:03:15.766Z,"Every person we bring over helps break Musk’s influence. Do your part now while the iron is hot. 

Here’s what I posted to my story if you want something to model after. Helps to let people know there are tools to make migration easier and that following and engagement are growing fast.",0,1,1,0,did:plc:5ih5t6rz2qpq6ef6menpbogb,pawlbologna.bsky.social,Paul,2024-11-10T19:57:17.906Z,"Please text or DM 3 friends still on X to switch to Bluesky

Post to your IG story that you made the move.

If you have friends in news/research/politics, encourage them to switch and have their orgs get active. 

I’m here to help anyone get settled in and rebuild their following ✌️",5,6,22,0,,,,,,0,0,0,0
did:plc:67trgow6jc3d5q52qc56voas,ingridh.bsky.social,Ingrid Harrison,2024-11-10T06:42:58.096Z,"Of course Australia could pass laws that apply to any company operating within its jurisdiction, even if that company is based overseas. They could target user privacy, misinformation, and content moderation for users within Australia. /2",1,0,0,0,did:plc:ibwkjuyuhsypsvbvfoe3jkap,molk.bsky.social,🎄🎂  Molk | The Guidefather 👍🇦🇺📺  🎂🎄,2024-11-10T06:02:23.485Z,(Devil’s advocate) how can a Government legislate on an overseas organisation when our userbase would be largely insignificant to the SM company?,1,0,0,0,,,,,,0,0,0,0
did:plc:4r5s3e5z7m4ng5cq3w7nr32x,windowseat.bsky.social,Laurel Krahn,2024-11-10T00:25:44.256Z,"I'll probably wind up doing separate threads (within this one) to cover Moderation Lists and Labelers. 🧵

The items under the Advanced heading are called Labelers (or Labellers). You should have Bluesky Moderation Service there.

I often Warn about items rather than Hide; see alt-text for details.",2,0,2,1,did:plc:4r5s3e5z7m4ng5cq3w7nr32x,windowseat.bsky.social,Laurel Krahn,2024-11-10T00:11:01.706Z,"There are different kinds of moderation tools on BlueSky. In the Moderation section under Settings you'll find some standard things like Muted words, tags, & accounts. And a place to block accounts. Plus content filters you can adjust to Show, Warn, or Hide items that fall into those categories. 🧵",1,0,0,0,,,,,,0,0,0,0
did:plc:fw3fl52elvpthki7esss5ytv,bettesays.bsky.social,Manda Maude,2024-11-11T16:34:08.052Z,"The bluesky moderation service has labels for misinformation, misleading and deceptive info, impersonation, etc. but beyond choosing the moderation settings, I haven't looked further into how they work or if any helpful context is given.",1,0,0,0,did:plc:yqfai233a7utmuh44lbypdso,itsthebrandi.bsky.social,Brandi,2024-11-11T16:16:14.965Z,"Hey, with more people coming here I need to re-up a concern re: blocks on here specifically 

Yes, obviously very good for stopping harassment. Excellent for preserving sanity. 

A fucking nightmare for stopping dis/misinformation.",3,3,14,1,,,,,,0,0,0,0
did:plc:wnlkef2ffxkjiqveggphexc2,cantantecerdo.bsky.social,Cantante Cerdo,2024-11-11T15:28:32.008Z,"The functionality over here is pretty much the same on a day to day basis, and you have so much more control over content moderation, I just couldn’t justify staying over there given the clear misinformation campaign Elon is backing",0,0,1,0,did:plc:nj3c4f6tzyb6ulljxdgqpbj7,arrjayteatoo.bsky.social,rj-t2,2024-11-11T15:23:09.837Z,"I went to check a couple DMs this morning and my timeline was riddled with tweets about (and containing the word) Tr*mp, which I have had muted forever",1,0,1,0,,,,,,0,0,0,0
did:plc:xxoey2otyaod4onnovotvcli,randulo.com,Randy Resnick,2024-11-11T12:59:54.784Z,"A note from the Mastodon team.
""Two years ago, Elon Musk acquired Twitter for $44 billion and rapidly corrupted the platform through extensive layoffs and hobbled content moderation. No wonder hate speech and misinformation have flourished on the platform...""
Bluesky is not immune. Viva Fediverse!",0,1,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:whhn3x232pigjiap3tqxjtmn,meridian.pmd.social,Meridian ΘΔ (🔞),2024-11-11T01:39:41.214Z,"As cool as blocklists are, they should not be your end all be all of  account moderation, and be wary of false positives and potential misinformation.

No list is ever truly perfect nor is it definitive, which is why it’s best to exercise caution when subscribing to one, or even multiple lists.",2,5,8,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:qcpnd5dlcugj64oqpeepvzwc,tznkai.bsky.social,K. Chen,2024-11-12T20:51:56.339Z,"Labellers are another big difference. The main Bluesky moderation labeller works more or less like you would think and your personal moderation settings will ignore the mod or hide the post, or warn you depending. But wait, there's more. You can also subscribe to community labellers!",1,0,14,1,did:plc:qcpnd5dlcugj64oqpeepvzwc,tznkai.bsky.social,K. Chen,2024-11-12T20:46:16.221Z,"The nuclear block is the most dramatic example. Unlike Twitter, when you block or are blocked, you don't see your half of the conversation. You see none of it. The replies to blocked posts are also blocked. And /neither does anyone else/. There's stuff about this I don't love but it is effective.",3,1,31,0,,,,,,0,0,0,0
did:plc:huxvfazi3twq2kwvp63ytrbt,teawhilewriting.bsky.social,Denise Ruttan,2024-11-12T19:23:08.564Z,"Yep, not to mention I don't want misinformation and lies without biased, heavy-handed AI moderation.",1,0,1,0,did:plc:ir5r3fmcieizr2m7jrrq3gw4,elievans.art,Eli Evans,2024-11-12T19:14:25.714Z,"Like, I want to explore the Overton window, not blow it up.",1,0,1,0,,,,,,0,0,0,0
did:plc:o5wlr3gi4tz23ake7ef23ejs,socialmedialab.ca,Social Media Lab,2024-11-12T16:58:42.741Z,"For example, in a recent study, we asked ...

Q: Do soft moderation interventions such as fact-check footnotes and blur screens reduce engagement with misinformation?

A: Yes! (n=1500 in a controlled/ecologically valid environment) socialmedialab.ca/2024/09/11/n...",0,0,0,0,did:plc:o5wlr3gi4tz23ake7ef23ejs,socialmedialab.ca,Social Media Lab,2024-11-12T16:55:59.762Z,"For new followers, if you don't know us, we're an academic research lab that studies social media and its impact on society. Along with conducting research, we also develop tools & dashboards to help make the people & processes that influence society more transparent. socialmedialab.ca/about/",4,14,28,0,,,,,,0,0,0,0
did:plc:4c7kvepfxmfquh2mesttd2ao,flexdynamo.bsky.social,⚡Flex Dynamo⚡,2024-11-12T16:09:14.598Z,"That being said, #Bluesky is certainly a breath of fresh air. No ads, few bots, and robust content moderation tools to counteract spam, trolls, and misinformation.

Unfortunately on #Instagram, legacy verification was deprecated in favor of premium accounts. I hope that never happens here.",0,0,0,0,did:plc:4c7kvepfxmfquh2mesttd2ao,flexdynamo.bsky.social,⚡Flex Dynamo⚡,2024-11-12T13:59:17.784Z,People all up in here acting like #Twitter wasn't a complete dumpster fire before Elon's buyout,1,0,0,0,,,,,,0,0,0,0
did:plc:frty6vd7cdc5shxqdkcf7xwv,currentquiet.bsky.social,Current / IRIS,2024-11-12T15:51:10.077Z,"These are both automatically set to ""hide""",0,0,0,0,did:plc:7knftcimdqusmixgonfjnl3s,theabigailthorn.bsky.social,Abigail Thorn,2024-11-12T15:35:48.544Z,"Bluesky has a copycat problem so we need a way to verify real users, perhaps some sort of check mark…",104,41,1341,9,,,,,,0,0,0,0
did:plc:u2vpx5p5dqup7ts33vuequyo,mobiletortoise.bsky.social,MobileTortoise,2024-11-12T02:25:52.691Z,Imagine if whoever buys it adds in just the *slightest* bit of moderation against bots/misinformation and all of a sudden Twitter is worth 10x whatever Elon was forced to sell it for.,1,0,6,0,did:plc:vtkturt537dm5ixhkincm4pz,seansnake.bsky.social,Sean Snake :),2024-11-12T01:22:54.330Z,Twitter is 4-chan but with World leaders and Celebs. Once they leave it will close or sell.,4,8,72,2,,,,,,0,0,0,0
did:plc:u2r3rismfbppz7e4o4aniiry,honeyvinegar.bsky.social,Honey Vinegar (Cannabis Guy),2024-11-13T20:09:41.628Z,"Twitter's deliberate lack of moderation under Musk's political TOS referendum has created a hostile environment in which users feel threatened by right wing extremist misinformation, harassment and targeted attacks. 

BlueSky provides an environment in which users feel safe to use the app freely.",0,0,5,0,did:plc:vi2grzfali5xn5rh2ny2n4d4,culturecrave.co,Culture Crave 🍿,2024-11-13T19:26:17.170Z,"The Guardian announces they're leaving Twitter (X)

“This is something we have been considering for a while given the often disturbing content promoted or found on the platform, including far-right conspiracy theories and racism""",215,1801,15913,211,,,,,,0,0,0,0
did:plc:7chwd536ogku5v3vcp7bonlv,mulderfbi.bsky.social,Agent Mulder,2024-11-13T19:43:32.536Z,"I would pay money to:

A) Keep out advertisements
B) Increased verification that people making the accounts were real
C) To help with moderation so that hate speech and misinformation can't easily spread on the platform.",0,0,1,0,did:plc:kqbyr4gqt6p2l57htlsa4nha,hankgreen.bsky.social,Hank Green,2024-11-13T17:17:36.818Z,How do we all feel about the possibility that the long-term viability of a platform like this remaining not crappy would require many of us to pay a small monthly fee?,2148,224,9501,452,,,,,,0,0,0,0
did:plc:rezohzs6ltcj5pqg4txrbcfc,jourdanzz.beyhive.social,jourdanzz,2024-11-13T17:46:09.972Z,"I yearn for genuine, authentic connection with others on social media. While I have a strong community that is supportive on the other app, the changes to the app itself have made it difficult to enjoy- specifically the moderation and widespread misinformation that’s gone unchecked.",0,0,2,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:trkccrfz4zw5rqicix52t7td,ravenqueenhrefna.bsky.social,The Raven Queen’s Hut Under a Blue Sky 🏳️‍⚧️🏳️‍🌈,2024-11-13T13:55:45.144Z,"The rampant cruelty, misinformation, and outright propaganda. The bots everywhere. The AI slop at every turn. The ads from all sorts of drop shippers and shady weird companies. PIBs. The defunct block functionality. The inexistant moderation. Fuck it.",1,0,7,0,did:plc:trkccrfz4zw5rqicix52t7td,ravenqueenhrefna.bsky.social,The Raven Queen’s Hut Under a Blue Sky 🏳️‍⚧️🏳️‍🌈,2024-11-13T13:52:03.834Z,"I was only keeping my account to follow Claire Max and the Japanese 40k community (they’re very insulated from the U.S. political side of Twitter), but I didn’t want to keep my account on there.

#nerdlings",2,0,16,0,,,,,,0,0,0,0
did:plc:uhp64axgfrkhyyxcu3zjhedw,lumen-theory.bsky.social,Lucidwave,2024-11-13T13:35:13.774Z,"Twitter’s content moderation has declined since Elon Musk took over, leading to more misinformation, hate speech, and harmful content. Many users, including scientists and academics, are leaving, raising concerns about Twitter’s future as a reliable platform for professional discourse.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:w623twkkcpfi3qkypcuzb2mu,blitzyos.bsky.social,Blitzy,2024-11-13T12:42:26.532Z,"I'm over Twitter.
Even if it gets better, it's still filled with abhorrent people and rampant with misinformation.
I think a total overhaul at this point is impossible.
If you ask me, better to start over on a site with better moderation services, like this one.

Leave elon's investment for dead.",1,0,1,0,did:plc:sw2vfpbqqipmqwnmnq73hozq,heronik79.bsky.social,Heronik79 Vtuber,2024-11-13T12:25:39.579Z,"Hmm... It's still popular probably but I don't want it dead, I want Melon Husk to wake the fuck up and make Twitter good... That's too much to ask, better than it is so there would be any competition or we gonna have Bluesky do the same",1,0,0,0,,,,,,0,0,0,0
did:plc:bvceb2ec6zdh4jijxl3hatfx,adamtheo.com,Theo in Arlington,2024-11-13T12:21:16.305Z,"Glad to see Bsky moderation has all of it labeled and hidden as misinformation & many of the community moderators have it on lists. Also nice to see it doesn't get any engagement with its posts, even after many days. I subbed to Far Right Accounts, which has it blocked. 
bsky.app/profile/did:...",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:5kcypwvo3khqpghhcr4czgkg,jassaskott.bsky.social,Jassa Skott,2024-11-13T01:06:26.322Z,"If you need another reason to leave Twitter, Elon Musk will likely start flagging people on Twitter as Trump ""enemies"" and provide evidence for government harassment or arrest. He refused to do content moderation to weed out misinformation, but he'll do it to punish people he doesn't like.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:efvttw37rk5mjohuohorxhrg,woodsfern.bsky.social,Anne Elias,2024-11-14T23:54:59.800Z,"Greetings new Bluesky folks. Use the report and block functions generously when you see accounts posting hate and misinformation. Don’t let them fester. We actually have moderation here, so use those tools!",0,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:yvaof7upfmjvdpr7g6j34odp,idohavjuan.bsky.social,Ido,2024-11-14T22:00:36.405Z,"The more I learn about bluskees moderation systems, the more I realize that none of us have literally any reason to even have to engage with garbage out here

There's baked in blocklists/labellers/misinformation and harmful stuff warnings

your ENTIRE experience is 100% down to what you make it into",1,1,4,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:udzv3guuqqjhbzb4fov556qy,mooroobee.bsky.social,Mooroo Bee,2024-11-14T19:20:19.373Z,"I hope this place gets the equivalent of Community Notes asap because currently with no verified accounts and moderation, it is ripe for misinformation.",2,1,7,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:y4kvbuunm3jsexlxl2hliug2,everton137.social.vivaldi.net.ap.brid.gy,everton137,2024-11-14T13:59:51.000Z,"Again good news, better late than never and I hope the trend will continue: La Vanguardia has stopped posting directly on X, citing the platform’s role in spreading misinformation, hate speech, and bot-driven distortions. The move follows the paper’s concerns over content moderation cuts since […]",0,2,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:pkugst3ilk3eunckdfswseih,tcrimson05t.bsky.social,Lisan Al Gai-Skeet,2024-11-14T13:51:33.131Z,Yeah the moderation tools here are pretty strong. The probably isn't a severe need for it. Not for individuals anyway. Maybe for a news organization or something like that. So people can just glance and know. Especially to reduce misinformation.,1,0,2,0,did:plc:ij3rfrphj66vk2oamtof7vos,bigesqbae.bsky.social,THE Nerd’s Attorney,2024-11-14T04:49:26.136Z,Is there really a need for verification badges on an app with efficient blocking and reporting tools and no algorithm advantage or monetary incentive for it? Or do people want to be “othered” so bad like in pre-E**n Twitter.,12,14,87,3,,,,,,0,0,0,0
did:plc:qt5pbizx4rzn22f2bok4gm3w,mistermayhem.bsky.social,Mr. Mayhem,2024-11-14T08:49:42.148Z,I wonder whether it’s inevitable with growth or the result of poor moderation. It seems like most every platform inevitably becomes overrun with misinformation and right wing sentiment. 😩,0,0,0,0,did:plc:vocg5apjrlm7dfptvy6qbrfy,briantylercohen.bsky.social,Brian Tyler Cohen,2024-11-14T03:26:36.953Z,"I just looked at the replies on a random tweet I posted (something I don’t usually do). The extent to which Twitter has devolved into such an unmitigated cesspool is beyond comprehension. Like, holy shit.",299,197,4106,15,,,,,,0,0,0,0
did:plc:jomgtku4d3dcsvoxrqs2luu3,finalpassion.bsky.social,Carlos J. Nieves 🇵🇷,2024-11-14T02:26:45.815Z,The almighty algorithm has shaped our current social-political climate; corporations like #Google are responsible and should be held accountable for their lack of content moderation. Freedom of speech does not extend to #misinformation and #Hatespeech. 💬 This all started with #GamerGate.,1,0,1,0,did:plc:jomgtku4d3dcsvoxrqs2luu3,finalpassion.bsky.social,Carlos J. Nieves 🇵🇷,2024-11-14T02:26:45.814Z,Why does #YouTube keep promoting and suggesting the #Quartering to me? This is why we have a robust #AltRight pipeline for radicalisation of kids and teens to adulthood.,1,0,2,0,,,,,,0,0,0,0
